,id,name,host_id,host_name,neighbourhood,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,latitude_41.7,latitude_41.8,latitude_41.9,latitude_42.0,longitude_-87.8,longitude_-87.7,longitude_-87.6,longitude_-87.5,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,community_Central,community_Far North Side,community_Far Southeast Side,community_Far Southwest Side,community_North Side,community_Northwest Side,community_South Side,community_Southwest Side,community_West Side,price_range_100 - 149,price_range_150 - 199,price_range_200 - 249,price_range_250 +,price_range_50 - 99,price_range_< 50
2630,26162767,F. MANSION SHARED BEDROOM 4-BED F_TOP BUNK,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,14,1,24,2020-06-19,0.96,12,337,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2632,26194496,Stars and Stripes Room,110725131,Ronak,South Shore,39,32,6,2020-08-13,0.22,9,88,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2633,26194762,"Cozy, Stylish 2BR Apt near O'Hare Int'l Airport",166918192,Brad & Sara,Portage Park,72,1,62,2020-08-30,2.37,17,75,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2634,26194841,Beach room,110725131,Ronak,South Shore,49,31,2,2019-09-12,0.08,9,364,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2636,26196932,Nice and clean 2,192298305,Irma,Humboldt Park,67,1,45,2020-02-17,1.64,3,365,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2638,26198663,Quiet room near McCormick- for women,196906001,Addie And Boon,Douglas,45,1,43,2019-10-27,1.57,1,355,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2639,26216553,guest BR in rehabbed Ukr Vlg gem w/ full breakfast,8218275,Peter,West Town,39,1,62,2020-09-06,2.27,6,178,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2642,26234572,Cozy Basement Studio in Chicago (Galewood),25553049,Emily,Austin,85,2,41,2020-08-23,1.61,2,360,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2644,26251178,"Feel at Home in Chicago, with Parking, Steps from Evanston",58183515,D & B,West Ridge,92,1,213,2020-09-19,8.04,1,311,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2645,26253486,Private room in a beautiful Little Italy home.,22507060,Gerardo And Erica,Near West Side,80,2,30,2020-03-01,1.13,1,19,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2646,26272268,A place for a short stay in center of Logan Square,145141302,John,Logan Square,29,1,12,2020-08-22,0.47,1,338,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2647,26273349,"S4 Old Town, Gold Coast, Downtown, Lincoln Park",23612069,Tj,Near North Side,75,1,97,2020-09-06,3.57,15,85,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2648,26274520,Beautiful clean garden unit in Ukranian Village,197516828,David,West Town,75,2,90,2020-03-15,3.76,1,84,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2649,26279683,Henderson's Place in Portage Park Chicago,197567692,Pat,Portage Park,50,1,29,2020-03-10,2.2,1,324,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2652,26337715,Behind the Beaten Path,185912680,Julia,Humboldt Park,80,2,99,2020-09-13,3.65,1,177,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2655,26371404,The JP inn - Explore Chicago from safe 4 BR home,109375790,Juan,Jefferson Park,500,1,38,2020-04-30,1.45,1,80,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2656,26393404,Red Room,198464009,Edward,East Garfield Park,35,1,36,2019-10-10,1.34,4,78,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2657,26394598,Orange Room,198464009,Edward,East Garfield Park,30,2,42,2020-01-11,1.58,4,49,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2658,26402837,"Cozy private room /Blue Line ,Metra train /",40425145,Grace,Irving Park,50,3,26,2020-07-20,0.97,3,361,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2659,26408284,"*McCormickMidway5 mi downtown43GreenTrain,FreePark",42524732,Kay,Grand Boulevard,85,3,10,2019-10-15,0.38,11,365,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2660,26420661,"Steps to Shops, Eats | Open Loft w/ W&D | Zencity",47172572,Zencity,West Town,76,1,147,2020-09-07,5.53,62,26,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2661,26420762,"Steps to Shops, Eats | Open Loft w/ W&D | Zencity",47172572,Zencity,West Town,76,1,144,2020-08-01,5.4,62,21,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2662,26421984,Modern New Built in the Heart of City,1483478,Brian,West Town,307,2,55,2020-03-15,2.16,1,259,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2663,26422842,2 Bedrooms in the Best Location - Noble Square!,1908904,Ian,West Town,79,3,85,2020-09-16,3.14,1,306,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2664,26423555,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Kenwood,65,1,97,2020-09-15,3.65,62,146,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2665,26423798,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Kenwood,64,1,92,2020-09-13,3.46,62,157,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2666,26425491,Cozy 2 Bedroom Apartment Near Chinatown,129327646,Roger,Bridgeport,72,2,134,2020-03-08,5.04,6,344,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2667,26428768,Comfort & Clean!! 15 min ORD/Dwntwn1 & Parking,198731500,J.R.,Jefferson Park,53,2,164,2020-08-17,6.05,3,57,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2668,26449065,Cozy Chicago Retreat,30438346,Briana,Austin,39,3,8,2020-03-22,0.47,1,89,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2671,26476402,A Stones Throw from U Chicago South Campus!,65247752,Luke,Woodlawn,115,3,83,2020-09-14,3.08,1,354,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2672,26490361,Chic Downtown Condo - Heart of River North!,199225708,Rebecca,Near North Side,243,2,56,2020-02-14,2.1,1,40,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2673,26494969,Pilsen cozy simple 2nd floor bedroom,44344265,Jacob,Lower West Side,3000,2,37,2019-07-09,1.62,1,90,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2676,26502857,Spectacular Downtown High Rise Extraordinary view,55331519,Ryan,Near South Side,89,1,129,2020-09-16,5.03,2,66,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2677,26504307,"Free Parking, rehabbed and Close to Downtown!",141453495,Ricky,South Lawndale,98,2,90,2020-04-01,3.38,1,253,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2678,26516112,Brand new stylish apt- with all the cozy comforts!,73118105,Caitlin,Logan Square,80,2,31,2020-03-24,1.24,1,173,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2680,26542171,"Stylish, Cozy Apartment for the Perfect Get Away",172675723,Paul,South Lawndale,16,3,38,2020-09-04,2.56,1,260,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2681,26566001,⚡️DOWNTOWN 2 BEDROOM Cleaned  Sanitized Laundry,3965428,Rob,Near North Side,145,28,5,2020-08-29,0.23,73,365,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2682,26579870,Clean & Sanitized - Perfect Wrigleyville Stay,42518018,M J,Lake View,140,2,31,2020-06-27,1.16,4,361,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2683,26597961,Old Irving Guest Suite,17999173,Meredith,Irving Park,160,2,5,2019-10-14,0.2,2,364,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2684,26607433,Stunning downtown High Rise apartment amazing view,55331519,Ryan,Near South Side,90,1,107,2020-09-13,4.05,2,70,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2685,26628029,E. MANSION SHARED BEDROOM 4-BED E_BOTTOM BUNK,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,25,24,35,2020-08-14,1.32,12,356,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2686,26629261,B. MANSION SHARED BEDROOM 4-BED B_TOP BUNK,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,14,1,50,2020-09-04,1.87,12,353,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2687,26632266,Near Soldier Field + United Center + Wrigley Field,1239172,Patrick,Lake View,213,3,16,2019-10-13,0.63,1,359,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2688,26634712,"1BD at the Heart of River North, good for longer stays",8534462,Barsala,Near North Side,234,2,15,2019-10-11,0.57,47,179,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2689,26634970,Modern 2BD in River North good for longer stays,8534462,Barsala,Near North Side,324,2,15,2020-09-04,0.57,47,271,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2690,26635199,Sparkling clean 2BD at the Heart of River North,8534462,Barsala,Near North Side,324,2,13,2020-04-29,0.5,47,280,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2691,26635454,"Awesome studio at the Heart of River North, full kitchen",8534462,Barsala,Near North Side,179,2,14,2019-10-24,0.52,47,57,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2692,26638174,Al's Oasis Chicago,195024981,Al,Irving Park,60,1,67,2020-08-30,2.58,1,325,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2693,26639751,Perfect Location Nice View Downtown Apartment,25464317,Jing,Near West Side,142,1,168,2020-09-14,6.25,1,93,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2695,26685264,"Have an exciting stay in this chic studio, professionally-cleaned",8534462,Barsala,Near North Side,179,2,2,2019-03-24,0.11,47,71,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2696,26687939,Work from home in this beautiful 2BD in River North,8534462,Barsala,Near North Side,324,2,4,2019-07-14,0.2,47,241,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2697,26700761,Ukrainian Village 3 Bedroom Apartment,156756068,Larissa,West Town,150,3,22,2020-02-18,0.86,2,358,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2698,26705201,NEW Apartment in Old Town!,24942185,Karl,Near North Side,160,2,49,2020-03-12,2.51,2,175,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2699,26707623,"Have an exciting stay in this modern studio, fast wifi",8534462,Barsala,Near North Side,179,2,16,2020-07-31,0.88,47,56,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2700,26708037,Cook meals at home in this stunning 3BD with a full kitchen,8534462,Barsala,Near North Side,734,2,3,2020-02-17,0.16,47,47,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2701,26710899,"Avoid frontdesks in this River North's chic 2BD, fast wifi",8534462,Barsala,Near North Side,324,2,3,2020-06-23,0.34,47,174,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2705,26742098,Bronzeville Apt. close to Downtown Chicago,201057439,Krissy,Grand Boulevard,90,3,36,2020-04-01,1.37,1,355,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2706,26751001,Private Bedroom in Chic Home Steps from the Lake,24047255,Yana,Uptown,239,1,1,2018-08-06,0.04,2,365,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2708,26755973,Niiice Space in the heart of Uptown,18345744,Thomas,Uptown,55,1,32,2019-10-20,1.21,1,24,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2709,26776933,Room D (Queen size bed),40832295,Shannon & Carmen,Belmont Cragin,115,2,6,2019-08-04,0.23,4,365,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2710,26783351,Chicago (Upscale Neighborhood) Multi-Unit Estate,48907908,Lupe,Irving Park,321,1,18,2020-09-07,0.68,1,364,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2711,26784095,Lincoln Park Shared Housing for Fun,44618537,Robert,Lincoln Park,60,1,26,2019-10-13,0.97,4,365,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2712,26787183,Come home to The Met!,24949688,Aiyana,Grand Boulevard,145,1,1,2020-02-17,0.14,1,176,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2713,26795754,Nice Place!,156360525,Scott,Lincoln Park,250,2,8,2019-07-20,0.33,1,359,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2715,26804834,Retreat to a Stylish 3-Bedroom Brownstone,4434,Kellen,Douglas,161,2,25,2020-08-29,1.04,5,243,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2716,26815108,"McCormick's  Place Across Street, 2 free parkings",105861427,Paroma,Near South Side,200,3,49,2020-03-15,1.96,1,182,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2717,26835671,Stay a block from Wrigley! 2 bedroom on Clark,200416010,Saul,Lake View,101,3,100,2020-09-06,3.8,6,341,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2718,26843049,Pilsen Deluxe Renovated 2bed/1bath Apt MONTHLY,100782278,Emily & Rich,Lower West Side,61,41,7,2020-01-28,0.32,28,20,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2719,26845537,Carisma2720 (1),36128270,Juanita,North Lawndale,27,1,18,2020-08-12,0.86,8,364,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2720,26866986,★ SuperHost Modern 1 Bedroom in Center Location ★,3965428,Rob,Near North Side,94,30,6,2020-01-12,0.26,73,349,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2722,26877934,"2B Chicago Room with two beds, Roku TV, Wifi 2B",127235673,Alex,Edgewater,52,1,13,2020-08-29,0.5,11,85,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2723,26883006,Big 4 bedroom single home by McCormick & Downtown,23955355,Long,Bridgeport,498,1,51,2020-03-08,1.94,2,362,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2724,26892171,Chicago Single family home located in Edison Park,1385047,Annmarie,Norwood Park,250,7,2,2018-09-16,0.08,1,365,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2725,26897622,Spacious Bedroom in Modern Condo w/private bath,5725469,Hector Torres,Uptown,88,1,40,2020-02-16,1.53,1,270,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2726,26898273,Little Village,79010967,Javier,South Lawndale,79,1,118,2020-08-30,4.56,4,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2727,26903277,2R-3 BR APT in Bridgeport along Archer Ave. 聚华坊,150847041,Henry,Bridgeport,128,2,66,2020-09-13,2.5,2,86,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2729,26923044,HIP Logan Sq SPACIOUS & CLEAN 2 bed top floor apt!,195467041,Melanie,Logan Square,95,1,80,2020-09-13,3.05,2,300,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2730,26925109,"Clean, Garden Floor on Little Village Boulevard",202600681,Rosa,South Lawndale,130,2,24,2019-10-23,0.91,1,54,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2731,26926629,Private Bedroom in the Heart of Chicago for 2,150199112,Alondra,Lower West Side,70,1,40,2020-02-16,1.52,2,166,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2732,26927140,Cute home in Chicago's famous Pilsen neighborhood,202616870,Johanna,Lower West Side,125,2,26,2020-02-16,1.0,2,350,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2733,26928011,Private Room in Pilsen Chicago for 2,150199112,Alondra,Lower West Side,70,1,36,2020-03-17,1.36,2,351,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2734,26948059,Cozy bedroom in Chicago's Pilsen neighborhood,202616870,Johanna,Lower West Side,80,1,8,2019-10-17,0.31,2,358,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2735,26959321,Exquisite Condo Steps from Lincoln Park,78910173,Jack,Lincoln Park,249,21,3,2020-05-31,0.12,1,194,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2736,26961273,(Entire house) Extended Stay Apt for Professionals,202878032,Ade And J Shuntay,South Shore,60,32,22,2020-03-01,0.83,4,231,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2737,26978242,Quiet and Spacious Yoga Studio Loft,8244522,GuruNischan,Bridgeport,40,5,12,2020-03-21,0.46,2,342,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2738,26991799,Comfort & Clean! 15 min ORD/Dwntwn2 & Parking,198731500,J.R.,Jefferson Park,73,2,125,2020-09-08,4.72,3,82,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2741,27031481,Ocean grey room,198464009,Edward,East Garfield Park,50,2,14,2019-09-15,0.53,4,78,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2742,27034898,Bronzeville Suite Near McCormick - Entire Basement,200403296,Monica,Grand Boulevard,45,2,46,2020-05-25,1.76,1,49,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2743,27056704,West Town + West Loop Close to Breweries/Food/CTA!,63936686,Alex,West Town,102,2,54,2020-09-11,4.11,2,286,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2744,27057811,Purple Room,198464009,Edward,East Garfield Park,38,2,15,2019-09-29,0.57,4,78,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2745,27058146,"Northside Charmer—Safe Neighborhood, Easy Parking",23940008,Swisher,North Park,66,2,74,2020-09-18,3.37,1,47,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2746,27063669,1BR Garden Unit close to Everything,26077223,Cesar,Archer Heights,80,1,1,2020-08-17,0.83,2,309,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2747,27100328,Mckelvin Garden suite,203955124,Anthony,Douglas,85,1,56,2020-03-15,2.16,1,139,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2748,27101218,River North  2 bedroom condo with fabulous views,1161623,Lynne,Near North Side,90,30,11,2020-08-01,0.5,1,280,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2749,27106400,Fully Furnished Apartment Wicker Park Free Parking,33605887,Ewa,West Town,96,1,231,2020-09-20,9.13,2,59,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2750,27109169,Studio artist's loft space,27600295,Vicky,West Town,85,1,3,2019-10-14,0.12,3,270,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2751,27111461,Elegant vintage room #2 in Ravenswood,23503681,Francesca,Lincoln Square,80,1,7,2020-02-16,0.28,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2752,27130224,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,59,1,75,2020-09-13,2.9,62,159,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2753,27130315,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,63,1,67,2020-09-19,2.59,62,156,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2754,27130424,"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",47172572,Zencity,Hyde Park,64,1,68,2020-08-12,2.66,62,153,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2755,27131606,Historic Artist Loft in Fulton Market/ West Loop,2619611,Andrew,Near West Side,150,2,98,2020-09-06,3.97,2,144,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2757,27136878,3 bedroom townhome minutes from Downtown,204303072,George,West Town,123,3,142,2020-09-13,5.45,2,55,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2758,27166317,S3 Studio in OldTown with Balcony,23612069,Tj,Near North Side,65,1,102,2020-09-07,3.87,15,72,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2759,27168613,Princeton Bath and Tennis 1,202087077,Patrick,Fuller Park,59,1,69,2020-03-01,2.63,1,361,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2760,27169700,Vintage 3BR Apartment in Logan Square,22059529,Michael,Logan Square,68,2,14,2020-09-12,3.36,1,208,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2761,27187793,Modern Cozy Chicago Apartment At The Best Location,10635447,Ana,Loop,139,1,72,2020-09-05,2.74,2,177,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2762,27197594,"Want to get away! Stylish, cozy private room& bath",135145632,Courtney,New City,105,1,13,2019-10-19,0.52,1,87,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2763,27201539,Spacious Studio - Everything & More in Gold Coast!,91881711,Megan,Near North Side,113,5,27,2020-08-30,1.39,5,210,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2764,27217611,Perfect spot LINCOLN Park/Old Town,204969763,Daniel,Lincoln Park,125,1,15,2019-10-14,0.57,1,87,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2765,27223908,Updated Condo near Downtown with Porch,44997651,David,West Town,64,1,100,2020-09-06,3.96,2,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2766,27226695,Home for Relaxing & Entertaining Near to Wrigley,46939427,Anthony,North Center,529,2,10,2019-09-22,0.43,6,364,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2767,27228203,Pilsen Functional Renovated 3bed/1bath Apt MONTHLY,100782278,Emily & Rich,Lower West Side,64,41,5,2020-05-31,0.23,28,277,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2769,27230321,LARGE SPACE - TWO LEVELS  - DECK - PARKING!,19645168,Brandon,Lincoln Park,443,90,45,2020-03-20,1.79,7,355,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2770,27247279,Comfort & Clean! 15 min ORD/Dwntwn3 & Parking,198731500,J.R.,Jefferson Park,64,2,79,2020-04-01,3.01,3,84,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2772,27265875,Home away from Home minutes to McCormick Place,107953984,Andy,Douglas,120,2,79,2020-08-10,3.02,3,350,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
